timestamp,mains_power_W,fridge_W,kettle_W,tv_W,microwave_W,washing_machine_W
2026-01-01 00:00:00,3572.6210956862406,123.81501331947989,1779.9645588113556,77.2780901978222,1077.9728567697528,452.26751024758045
2026-01-01 00:00:06,3555.1041253759035,116.02671142902592,1730.6348504229218,74.99209610676341,1111.6238004085835,462.57922487405733
2026-01-01 00:00:12,3619.2709938306534,121.08241926131558,1778.0373856444155,75.03637417758489,1138.8225906928674,447.86757835011383
2026-01-01 00:00:18,3620.3711953100765,120.92761624728662,1796.7126197303692,74.08524746926085,1123.1419112983701,442.72863161382264
2026-01-01 00:00:24,3569.6962605960703,120.69021407854879,1776.6111477501202,76.02788065034073,1096.5874573576534,436.8336662803726
2026-01-01 00:00:30,3622.635156157453,116.39059397096592,1818.1667646230012,76.16892634484002,1101.282013163321,448.41857680941575
2026-01-01 00:00:36,3586.488298654184,122.07830947655252,1769.7380577272693,77.00273986519387,1103.7715974855128,455.92872708365394
2026-01-01 00:00:42,3620.0512583772743,119.26964735263472,1799.4648389420413,78.63900319979425,1107.824914423901,451.597265082256
2026-01-01 00:00:48,3448.7210543322153,119.55893142908008,1691.0401260803658,74.59524876414686,1078.06816429691,437.90292511500667
2026-01-01 00:00:54,3536.352770570289,115.93465881033757,1745.192312409472,73.96981680426343,1078.165419519308,459.1136830481456
2026-01-01 00:01:00,3645.1921050160604,120.40679465982439,1831.0391375827194,76.02111248636648,1101.756720947972,455.6865085225807
2026-01-01 00:01:06,3596.714185690084,118.47162697361804,1796.0161995911415,75.34404643086967,1100.3662597926555,441.0685604444698
2026-01-01 00:01:12,3595.1845602743147,119.0110664282352,1793.9995233927848,73.50568981274053,1095.991481174302,444.3045173918863
2026-01-01 00:01:18,3672.225606107963,119.4390026509769,1862.8930207438618,72.81570430900031,1106.3481290053496,450.6535989659752
2026-01-01 00:01:24,3650.497539382909,117.79010657201351,1854.3976953329404,75.50146026251224,1099.886771359888,442.7606726895228
2026-01-01 00:01:30,3640.3077579752126,120.33349943521392,1841.8423140865334,74.18542761127402,1087.7978810123398,457.2360902124799
2026-01-01 00:01:36,3656.942540726931,122.93011045533505,1833.1445882846008,73.02111449973184,1111.5015544484243,451.4952781986502
2026-01-01 00:01:42,3662.912861067911,117.0825255827772,1869.1919193976614,73.83899970774966,1115.479585991515,433.56774271356255
2026-01-01 00:01:48,3613.427661253129,120.26623957887065,1806.043646264204,74.33053400945946,1101.4908746402407,445.26341798408026
2026-01-01 00:01:54,3621.9338749261615,119.77059861910053,1813.2870989701078,75.99571276072858,1100.1940285868134,458.7241770798219
2026-01-01 00:02:00,3606.7225273750646,119.6610568981213,1824.744145045494,75.66126181758393,1065.9452581195076,454.0115711644675
2026-01-01 00:02:06,3672.4017862895034,121.42036186508298,1854.3184918603697,74.31334556514848,1114.6875483250851,451.26844644876724
2026-01-01 00:02:12,3648.161003218138,117.57000775854556,1813.8974571234653,73.6196986688435,1128.3767573117927,451.3060692068832
2026-01-01 00:02:18,3646.475650306253,119.51571209695014,1826.1123110205244,73.7798971820141,1103.7687604916491,466.90413963375374
2026-01-01 00:02:24,3659.9038705827047,119.71797037725962,1866.224608372737,73.88113341142115,1064.2478981479962,464.405750322022
2026-01-01 00:02:30,3624.701732937022,118.77981791350271,1803.591923470321,76.03648571150316,1119.8986166980176,448.4943912645524
2026-01-01 00:02:36,3609.392450686836,116.52507574948918,1803.2437489274544,73.70365026456163,1108.1461080225974,454.96888100879164
2026-01-01 00:02:42,3609.417190988067,122.27850512753741,1823.2525426206016,72.72449327760765,1093.0958700031792,440.2370105283625
2026-01-01 00:02:48,3609.452103845842,120.14561506008357,1810.9589738184748,76.07897979129677,1087.563916112688,457.3570688590914
2026-01-01 00:02:54,3592.8402892318363,119.58930545882212,1838.591550269072,74.71685421602136,1072.8046023630895,431.62180587609384
2026-01-01 00:03:00,3570.0110787066005,120.09794547749296,1757.0199156615,78.10286877816249,1108.0273077340833,451.6126228826827
2026-01-01 00:03:06,3494.558021140481,121.24869397097777,1769.9512526543222,0.0,1098.772692437954,447.8199495440837
2026-01-01 00:03:12,3523.8303546032007,119.57323628513335,1765.291699675492,0.0,1123.0932226116875,465.33905590489155
2026-01-01 00:03:18,3554.4480136447787,121.7138139886328,1821.669357022435,0.0,1097.7364037323644,445.078259467499
2026-01-01 00:03:24,3511.450323700102,119.42499316082436,1750.8886997353607,0.0,1132.0476827046398,450.6422183137441
2026-01-01 00:03:30,3514.2237767489123,119.14557405011396,1835.9187250443852,0.0,1070.1626756214541,433.0861471465698
2026-01-01 00:03:36,3489.0668053116406,124.1776025894333,1764.8468458571406,0.0,1094.1874816329432,447.17961466757686
2026-01-01 00:03:42,3547.323903785416,116.7587608618878,1843.4654871564815,0.0,1092.1232521199875,442.88993170592903
2026-01-01 00:03:48,3579.9021926584905,115.31409159192722,1856.8485340462878,0.0,1094.9759490575766,451.7535176489324
2026-01-01 00:03:54,3535.7992551980997,120.94742226504398,1809.7816669000686,0.0,1092.8329571491104,459.1605480522548
2026-01-01 00:04:00,3406.302037060176,0.0,1762.4894176234577,0.0,1142.0152130212614,446.37935754144377
2026-01-01 00:04:06,3377.1968036272133,0.0,1754.92880671761,0.0,1126.1484756123807,441.15979054671783
2026-01-01 00:04:12,3438.323992683625,0.0,1799.4457803142514,0.0,1138.4215972563934,440.1083601409689
2026-01-01 00:04:18,3456.0521237752255,0.0,1840.7590969835542,0.0,1113.4266372076431,437.958995991904
2026-01-01 00:04:24,3439.6713315331217,0.0,1825.6196968397833,0.0,1122.314930048528,438.8646778218196
2026-01-01 00:04:30,3401.7463534744784,0.0,1766.1424942547126,0.0,1110.350686171679,459.7310243984012
2026-01-01 00:04:36,3378.906067525315,0.0,1777.7754870144422,0.0,1092.981749424917,452.1211255863513
2026-01-01 00:04:42,3337.9512925035124,0.0,1801.980454031923,0.0,1038.1563489751436,446.39310020439393
2026-01-01 00:04:48,3415.4217353273166,0.0,1781.102599726381,0.0,1118.7227967335102,456.4142359119747
2026-01-01 00:04:54,3396.4164408610595,0.0,1786.9963530388154,0.0,1115.4552491126037,441.77640054070355
2026-01-01 00:05:00,3386.6964167035444,0.0,1772.163185291735,0.0,1124.0961886674552,443.3745821459619
2026-01-01 00:05:06,3427.011588379232,0.0,1813.60906799952,0.0,1110.5560021125063,442.7993161639011
2026-01-01 00:05:12,2344.856783933663,0.0,1842.6369836832512,0.0,0.0,447.2548728648917
2026-01-01 00:05:18,2298.6171143746496,0.0,1798.3886705819798,0.0,0.0,435.26625605432895
2026-01-01 00:05:24,2345.1828381046507,0.0,1840.533278411088,0.0,0.0,444.05254706417145
2026-01-01 00:05:30,2299.783885103321,0.0,1779.0397738360673,0.0,0.0,460.98020501260805
2026-01-01 00:05:36,2219.481072773347,0.0,1717.2660417719414,0.0,0.0,452.9096375154076
2026-01-01 00:05:42,2306.850226345007,0.0,1779.10976758648,0.0,0.0,463.47284912032745
2026-01-01 00:05:48,2326.487354587767,0.0,1822.0730141502384,0.0,0.0,444.8253664072483
2026-01-01 00:05:54,2377.341835349288,0.0,1874.8716657879106,0.0,0.0,439.4435153386381
2026-01-01 00:06:00,2302.176125489961,0.0,1784.7983961281718,0.0,0.0,455.47036098350344
2026-01-01 00:06:06,2309.708196043994,0.0,1798.4137019178777,0.0,0.0,445.75858563455785
2026-01-01 00:06:12,2373.7710510524416,0.0,1791.0781781493044,75.49571619007618,0.0,445.77146097594397
2026-01-01 00:06:18,2438.2239267287678,0.0,1829.3016098849382,76.29257512226175,0.0,467.0665442293251
2026-01-01 00:06:24,2372.2615195107464,0.0,1789.7884436540328,72.19039763398723,0.0,458.88994971966827
2026-01-01 00:06:30,2379.870643407454,0.0,1811.954550362285,76.88876365089787,0.0,437.12780067888684
2026-01-01 00:06:36,2436.621888789212,0.0,1836.1793312892835,76.4356591762236,0.0,461.7242704027635
2026-01-01 00:06:42,2358.636439774485,0.0,1783.3914594362263,75.34810230679248,0.0,446.24636646902843
2026-01-01 00:06:48,2403.6067579226337,0.0,1815.900755789231,74.79442527769444,0.0,449.0208176746047
2026-01-01 00:06:54,2361.2915093665433,0.0,1756.6192954427665,75.7407338190676,0.0,468.54118779727634
2026-01-01 00:07:00,2341.951792483276,0.0,1767.3625175827044,76.0828651482694,0.0,445.0104984676382
2026-01-01 00:07:06,2352.1985461746845,0.0,1767.0823702980615,76.44353292061204,0.0,444.5612728614711
2026-01-01 00:07:12,2377.046382629983,0.0,1803.9152329956694,72.87862918660878,0.0,446.5043723773815
2026-01-01 00:07:18,580.6654659293454,0.0,0.0,72.4460471005805,0.0,449.63827280779435
2026-01-01 00:07:24,570.142023257425,0.0,0.0,74.75497007888303,0.0,434.89600286708264
2026-01-01 00:07:30,581.3714022112624,0.0,0.0,74.17324522334698,0.0,442.6886183817826
2026-01-01 00:07:36,583.7376272817909,0.0,0.0,74.94071662892033,0.0,458.0630400632276
2026-01-01 00:07:42,582.5505231470893,0.0,0.0,73.60677943475847,0.0,440.66192263919993
2026-01-01 00:07:48,590.3767034566539,0.0,0.0,75.33627464015109,0.0,450.838872638892
2026-01-01 00:07:54,569.2182448530316,0.0,0.0,75.13088290870185,0.0,431.36988992013676
2026-01-01 00:08:00,710.7437373173691,121.22795055575497,0.0,75.2200475729304,0.0,455.479298895702
2026-01-01 00:08:06,702.7599038551954,119.07889408358142,0.0,75.02525177660945,0.0,447.22568543987757
2026-01-01 00:08:12,717.078143623385,120.60516265767367,0.0,73.97487843108898,0.0,458.14415593683816
2026-01-01 00:08:18,705.66245407799,116.97092781290198,0.0,76.87436305750776,0.0,450.7357538805077
2026-01-01 00:08:24,691.670860588457,119.73157347661977,0.0,74.56915299998704,0.0,444.18534536366235
